anime,oseba,vloga 
11665,456,Supporting
11665,121,Supporting
11665,17,Supporting
11665,241,Supporting
11665,95,Supporting
11665,76,Supporting
11665,3,Supporting
11665,6671,Director
11665,25613,Episode Director
11665,33365,Episode Director
11665,39291,Episode Director
39792,10013,Main
39792,50191,Main
39792,50192,Main
39792,21543,Supporting
39792,21,Supporting
39792,21813,Supporting
39792,8037,Supporting
39792,6056,Supporting
39792,10071,Supporting
39792,429,Supporting
39792,20088,Producer
39792,5068,Director
39792,10138,Sound Director
39792,51030,Episode Director
239,91,Main
239,183,Main
239,86,Main
239,148,Supporting
239,7692,Supporting
239,31,Supporting
239,300,Supporting
239,1,Supporting
239,45,Supporting
239,237,Supporting
239,5392,Director
239,7194,Sound Director
239,11185,Episode Director
239,11845,Episode Director
16009,599,Main
16009,87,Supporting
16009,1764,Supporting
16009,413,Supporting
16009,10071,Supporting
16009,40,Supporting
16009,63,Supporting
16009,167,Supporting
16009,241,Supporting
16009,18511,Supporting
16009,15573,Director
16009,6549,Sound Director
16009,8462,Script
16009,37545,Script
6747,6686,Main
6747,513,Main
6747,61,Main
6747,34,Supporting
6747,428,Supporting
6747,1122,Supporting
6747,93,Supporting
6747,91,Supporting
6747,1004,Supporting
6747,1037,Supporting
6747,52145,Producer
6747,20883,Assistant Producer
6747,5089,Director
6747,7194,Sound Director
41120,50370,Main
41120,65,Main
41120,90,Supporting
41120,30853,Supporting
41120,26063,Supporting
41120,42197,Supporting
41120,416,Supporting
41120,113,Supporting
41120,906,Supporting
41120,10148,Supporting
41120,10801,Director
41120,6016,Sound Director
41120,25989,Script
41120,39260,Theme Song Performance
32438,38359,Main
32438,19605,Main
32438,33081,Main
32438,40418,Main
32438,9876,Supporting
32438,18511,Supporting
32438,40693,Supporting
32438,18451,Supporting
32438,820,Supporting
32438,35061,Supporting
32438,9552,Director
32438,40843,Script
32438,8100,Script
32438,42076,Storyboard
18245,184,Main
18245,7254,Main
18245,279,Main
18245,494,Supporting
18245,17009,Supporting
18245,728,Supporting
18245,672,Supporting
18245,12081,Supporting
18245,32815,Supporting
18245,1683,Supporting
18245,17913,Director
18245,38802,Director
18245,8074,Sound Director
18245,7254,Theme Song Performance
21511,11184,Main
21511,35951,Main
21511,885,Main
21511,14441,Main
21511,504,Main
21511,5250,Main
21511,11622,Supporting
21511,19834,Supporting
21511,11184,Supporting
21511,6996,Supporting
21511,36979,Producer
21511,12655,Director
21511,10377,Episode Director
21511,41138,Episode Director
1313,82,Main
1313,125,Main
1313,447,Main
1313,386,Main
1313,1456,Main
1313,937,Main
1313,277,Main
1313,728,Main
1313,47,Main
1313,6663,Main
1313,16687,Producer
1313,24395,Producer
1313,45203,Assistant Producer
1313,40537,Director
5356,99,Main
5356,90,Main
5356,1592,Main
5356,371,Main
5356,60,Supporting
5356,91,Supporting
5356,890,Supporting
5356,40,Supporting
5356,125,Supporting
5356,146,Supporting
5356,9675,Producer
5356,6518,Director
5356,8074,Sound Director
5356,37429,Episode Director
37965,600,Main
37965,48047,Main
37965,88,Supporting
37965,7288,Supporting
37965,1764,Supporting
37965,1052,Supporting
37965,43073,Supporting
37965,6908,Supporting
37965,30853,Supporting
37965,24875,Supporting
37965,49895,Producer
37965,18003,Director
37965,7469,Sound Director
37965,31575,Episode Director
39198,5626,Main
39198,11297,Main
39198,11661,Main
39198,35657,Main
39198,1764,Main
39198,10989,Main
39198,869,Main
39198,36471,Main
39198,40903,Main
39198,184,Supporting
39198,17913,Director
39198,39948,Storyboard
39198,48854,Theme Song Performance
39198,48258,Theme Song Performance
30736,283,Main
30736,205,Main
30736,11404,Main
30736,34209,Main
30736,527,Main
30736,99,Supporting
30736,79,Supporting
30736,12961,Supporting
30736,8,Supporting
30736,413,Supporting
30736,11626,Director
30736,6856,Episode Director
30736,10805,Episode Director
30736,39291,Episode Director
4896,92,Main
4896,212,Main
4896,28,Main
4896,241,Main
4896,34,Main
4896,158,Main
4896,8,Main
4896,5,Main
4896,27,Supporting
4896,935,Supporting
4896,6831,Director
4896,936,Sound Director
4896,19333,Episode Director
4896,42078,Episode Director
22687,93,Main
22687,5626,Main
22687,174,Main
22687,20156,Main
22687,357,Main
22687,857,Main
22687,68,Supporting
22687,212,Supporting
22687,17,Supporting
22687,1659,Supporting
22687,6369,Director
22687,40087,Sound Director
22687,40173,Episode Director
22687,36575,Episode Director
21273,11297,Main
21273,11622,Main
21273,16135,Main
21273,13639,Main
21273,6560,Main
21273,333,Supporting
21273,12212,Supporting
21273,11361,Supporting
21273,869,Supporting
21273,10765,Supporting
21273,38764,Producer
21273,27147,Director
21273,8074,Sound Director
21273,42078,Episode Director
5525,95,Main
5525,197,Main
5525,137,Main
5525,344,Main
5525,260,Main
5525,87,Supporting
5525,86,Supporting
5525,869,Supporting
5525,371,Supporting
5525,61,Supporting
5525,7530,Director
5525,19327,Sound Director
5525,17913,Episode Director
5525,42078,Episode Director
40056,46249,Main
40056,20,Main
40056,413,Supporting
40056,21813,Supporting
40056,160,Supporting
40056,113,Supporting
40056,97,Supporting
40056,49372,Supporting
40056,24269,Supporting
40056,260,Supporting
40056,18371,Director
40056,37118,Sound Director
40056,15607,Theme Song Performance
40056,51310,Theme Song Performance
2581,65,Main
2581,22,Main
2581,118,Main
2581,283,Main
2581,513,Supporting
2581,802,Supporting
2581,823,Supporting
2581,769,Supporting
2581,63,Supporting
2581,1504,Supporting
2581,2197,Producer
2581,5083,Director
2581,16749,Sound Director
2581,13677,Episode Director
39575,11297,Main
39575,212,Main
39575,28045,Supporting
39575,735,Supporting
39575,869,Supporting
39575,34,Supporting
39575,1154,Supporting
39575,10765,Supporting
39575,1,Supporting
39575,137,Supporting
39575,51637,Producer
39575,10146,Director
39575,36682,Sound Director
39575,11297,Theme Song Performance
9863,283,Main
9863,2,Main
9863,348,Main
9863,2,Supporting
9863,8,Supporting
9863,278,Supporting
9863,896,Supporting
9863,356,Supporting
9863,1,Supporting
9863,10765,Supporting
9863,6726,Director
9863,17047,Episode Director
9863,38061,Episode Director
9863,25741,Episode Director
30205,11817,Main
30205,10071,Main
30205,1489,Main
30205,7288,Supporting
30205,1762,Supporting
30205,28,Supporting
30205,413,Supporting
30205,116,Supporting
30205,395,Supporting
30205,236,Supporting
30205,38061,Director
30205,9490,Sound Director
30205,39337,Episode Director
30205,31597,Script
40716,118,Main
40716,34785,Main
40716,16635,Supporting
40716,52,Supporting
40716,11622,Supporting
40716,12711,Supporting
40716,13639,Supporting
40716,39547,Supporting
40716,38359,Supporting
40716,12016,Supporting
40716,39022,Director
40716,8837,Script
40716,31935,Theme Song Lyrics
40716,2662,Original Creator
39196,25773,Main
39196,15919,Main
39196,869,Main
39196,1762,Main
39196,212,Main
39196,1122,Supporting
39196,197,Supporting
39196,15743,Supporting
39196,11184,Supporting
39196,9580,Supporting
39196,14581,Director
39196,50539,Script
39196,31665,Storyboard
39196,21515,Theme Song Performance
2129,78,Main
2129,823,Main
2129,1126,Main
2129,885,Main
2129,1641,Supporting
2129,283,Supporting
2129,18021,Supporting
2129,63,Supporting
2129,5727,Supporting
2129,449,Supporting
2129,9675,Producer
2129,6837,Director
2129,33967,Sound Director
2129,6518,Episode Director
9941,125,Main
9941,205,Main
9941,270,Supporting
9941,62,Supporting
9941,527,Supporting
9941,6634,Supporting
9941,591,Supporting
9941,655,Supporting
9941,893,Supporting
9941,5435,Supporting
9941,52145,Producer
9941,11626,Director
9941,10138,Sound Director
9941,27147,Episode Director
2923,513,Main
2923,762,Main
2923,81,Main
2923,991,Main
2923,135,Main
2923,740,Main
2923,429,Main
2923,380,Main
2923,599,Main
2923,817,Main
2923,38029,Producer
2923,10146,Director
2923,40578,Sound Director
2923,15805,Episode Director
8129,197,Main
8129,185,Main
8129,76,Supporting
8129,160,Supporting
8129,95,Supporting
8129,11404,Supporting
8129,746,Supporting
8129,255,Supporting
8129,40,Supporting
8129,10634,Supporting
8129,6671,Director
8129,39970,Episode Director
8129,36836,Episode Director
8129,250,Script
37744,34785,Main
37744,38438,Main
37744,45496,Supporting
37744,92,Supporting
37744,24265,Supporting
37744,158,Supporting
37744,19884,Supporting
37744,40903,Supporting
37744,45126,Supporting
37744,40903,Supporting
37744,53038,Director
37744,34785,Theme Song Performance
37744,40497,Theme Song Performance
37744,21505,Music
36470,44317,Main
36470,513,Main
36470,65,Supporting
36470,29957,Supporting
36470,28755,Supporting
36470,11297,Supporting
36470,34209,Supporting
36470,356,Supporting
36470,79,Supporting
36470,285,Supporting
36470,15249,Director
36470,37045,Sound Director
36470,47717,Episode Director
36470,36760,Script
26,12704,Main
26,93,Main
26,17233,Supporting
26,6214,Supporting
26,7414,Supporting
26,240,Supporting
26,14291,Supporting
26,38588,Supporting
26,8892,Supporting
26,91,Supporting
26,13223,Producer
26,27399,Producer
26,6369,Director
26,11866,Sound Director
14397,11787,Main
14397,65,Main
14397,671,Main
14397,15599,Supporting
14397,10765,Supporting
14397,1636,Supporting
14397,357,Supporting
14397,236,Supporting
14397,556,Supporting
14397,1659,Supporting
14397,5921,Director
14397,16749,Sound Director
14397,37018,Episode Director
14397,44528,Episode Director
12175,119,Main
12175,8983,Main
12175,513,Main
12175,117,Main
12175,156,Main
12175,8662,Supporting
12175,287,Supporting
12175,8499,Supporting
12175,6625,Supporting
12175,762,Supporting
12175,16487,Director
12175,6549,Sound Director
12175,40366,Episode Director
12175,7034,Script
5040,687,Main
5040,67,Main
5040,450,Main
5040,42,Supporting
5040,483,Supporting
5040,494,Supporting
5040,806,Supporting
5040,673,Supporting
5040,807,Supporting
5040,801,Supporting
5040,6498,Director
5040,39081,Episode Director
5040,47930,Episode Director
5040,32385,Script
31405,356,Main
31405,262,Main
31405,79,Main
31405,1,Main
31405,1762,Main
31405,672,Main
31405,123,Main
31405,86,Main
31405,6,Main
31405,5626,Main
31405,18003,Director
31405,6016,Sound Director
31405,20781,Episode Director
31405,25989,Script
18179,21971,Main
18179,10094,Main
18179,97,Main
18179,68,Supporting
18179,178,Supporting
18179,283,Supporting
18179,556,Supporting
18179,167,Supporting
18179,440,Supporting
18179,245,Supporting
18179,11321,Director
18179,8185,Sound Director
18179,39940,Script
18179,45726,Storyboard
4186,31,Main
4186,270,Main
4186,823,Main
4186,196,Main
4186,132,Main
4186,278,Main
4186,95,Supporting
4186,935,Supporting
4186,94,Supporting
4186,7561,Director
4186,6016,Sound Director
4186,33197,Episode Director
4186,42077,Episode Director
29854,113,Main
29854,12018,Main
29854,10071,Main
29854,12711,Main
29854,14,Supporting
29854,87,Supporting
29854,366,Supporting
29854,5626,Supporting
29854,1037,Supporting
29854,90,Supporting
29854,10285,Director
29854,16749,Sound Director
29854,10223,Episode Director
29854,46103,Episode Director
64,60,Main
64,136,Main
64,99,Main
64,210,Main
64,204,Main
64,126,Main
64,1412,Supporting
64,616,Supporting
64,883,Supporting
64,9647,Supporting
64,38029,Producer
64,5921,Director
64,6738,Director
64,5326,Director
1827,256,Main
1827,698,Main
1827,427,Supporting
1827,5929,Supporting
1827,5928,Supporting
1827,111,Supporting
1827,341,Supporting
1827,400,Supporting
1827,12581,Supporting
1827,42,Supporting
1827,25573,Producer
1827,5348,Director
1827,6389,Episode Director
1827,10927,Episode Director
18689,79,Main
18689,15743,Main
18689,16635,Main
18689,10989,Main
18689,87,Supporting
18689,186,Supporting
18689,819,Supporting
18689,5626,Supporting
18689,672,Supporting
18689,270,Supporting
18689,49435,Producer
18689,11017,Director
18689,19327,Sound Director
18689,31571,Episode Director
16035,118,Main
16035,65,Main
16035,356,Main
16035,54,Main
16035,212,Supporting
16035,183,Supporting
16035,30,Supporting
16035,68,Supporting
16035,513,Supporting
16035,413,Supporting
16035,14167,Director
16035,40875,Sound Director
16035,8917,Theme Song Performance
16035,21031,Theme Song Performance
31904,11236,Main
31904,205,Main
31904,17297,Supporting
31904,38411,Supporting
31904,11641,Supporting
31904,792,Supporting
31904,400,Supporting
31904,8030,Supporting
31904,869,Supporting
31904,15543,Supporting
31904,39389,Director
31904,7194,Sound Director
31904,12585,Episode Director
31904,7034,Script
37517,185,Main
37517,11641,Main
37517,19834,Main
37517,21543,Main
37517,16635,Main
37517,195,Supporting
37517,20156,Supporting
37517,47855,Supporting
37517,47699,Supporting
37517,46164,Supporting
37517,12655,Director
37517,47948,Director
37517,47950,Sound Director
37517,48069,Theme Song Performance
550,287,Main
550,112,Main
550,6,Main
550,287,Main
550,1223,Main
550,298,Main
550,177,Main
550,1223,Supporting
550,1576,Supporting
550,40537,Director
550,5650,Director
550,38987,Episode Director
550,47930,Episode Director
18139,356,Main
18139,185,Main
18139,6560,Supporting
18139,18465,Supporting
18139,68,Supporting
18139,121,Supporting
18139,261,Supporting
18139,560,Supporting
18139,805,Supporting
18139,28653,Director
18139,42180,Episode Director
18139,185,Theme Song Performance
18139,6024,Inserted Song Performance
34104,34785,Main
34104,15903,Main
34104,40400,Main
34104,93,Supporting
34104,212,Supporting
34104,513,Supporting
34104,760,Supporting
34104,18511,Supporting
34104,25167,Supporting
34104,92,Supporting
34104,9990,Director
34104,8074,Sound Director
34104,1047,Script
34104,2096,Script
30187,93,Main
30187,30853,Main
30187,17,Supporting
30187,34697,Supporting
30187,12487,Supporting
30187,195,Supporting
30187,167,Supporting
30187,39354,Supporting
30187,160,Supporting
30187,64,Supporting
30187,38339,Director
30187,38867,Sound Director
30187,44528,Episode Director
30187,41624,Episode Director
35376,34525,Main
35376,37946,Main
35376,17629,Main
35376,37947,Main
35376,74,Main
35376,11297,Supporting
35376,25,Supporting
35376,70,Supporting
35376,167,Supporting
35376,270,Supporting
35376,8838,Director
35376,34525,Theme Song Performance
35376,22229,Original Creator
35376,52006,Chief Animation Director
40497,513,Main
40497,869,Main
40497,7263,Main
40497,185,Supporting
40497,11784,Supporting
40497,6997,Supporting
40497,6560,Supporting
40497,21517,Supporting
40497,158,Supporting
40497,8639,Supporting
40497,49733,Director
40497,20216,Theme Song Performance
40497,5172,Music
40497,15613,Original Creator
36027,65,Main
36027,28,Main
36027,25437,Main
36027,792,Main
36027,17211,Supporting
36027,42513,Supporting
36027,45025,Supporting
36027,46242,Supporting
36027,37491,Supporting
36027,46243,Supporting
36027,39337,Director
36027,28805,Sound Director
36027,39649,Storyboard
36027,8584,Storyboard
36023,86,Main
36023,241,Main
36023,65,Main
36023,2,Main
36023,81,Main
36023,128,Main
36023,6686,Supporting
36023,30,Supporting
36023,890,Supporting
36023,9593,Supporting
36023,10936,Director
36023,35787,Sound Director
36023,44528,Episode Director
36023,31235,Storyboard
12967,283,Main
12967,86,Main
12967,513,Main
12967,68,Main
12967,556,Main
12967,40,Main
12967,2,Main
12967,237,Main
12967,284,Supporting
12967,195,Supporting
12967,6831,Director
12967,42034,Episode Director
12967,19607,Episode Director
12967,35727,Storyboard
19647,619,Main
19647,113,Main
19647,133,Main
19647,65,Main
19647,63,Main
19647,87,Main
19647,173,Supporting
19647,6,Supporting
19647,1,Supporting
19647,1414,Supporting
19647,12494,Director
19647,45725,Episode Director
19647,48086,Episode Director
19647,40173,Script
38993,34785,Main
38993,672,Main
38993,43279,Supporting
38993,10981,Supporting
38993,39426,Supporting
38993,25437,Supporting
38993,14131,Supporting
38993,47086,Supporting
38993,270,Supporting
38993,6686,Supporting
38993,49153,Director
38993,38120,Sound Director
38993,38731,Script
38993,50539,Script
38573,10765,Main
38573,29667,Main
38573,10929,Supporting
38573,42204,Supporting
38573,48122,Supporting
38573,124,Supporting
38573,39938,Supporting
38573,42213,Producer
38573,6180,Director
38573,36682,Sound Director
38573,10765,Theme Song Performance
40417,33995,Main
40417,44317,Main
40417,10989,Main
40417,17635,Supporting
40417,513,Supporting
40417,12961,Supporting
40417,79,Supporting
40417,7288,Supporting
40417,6560,Supporting
40417,26063,Supporting
40417,12965,Theme Song Performance
40417,48910,Theme Song Performance
40417,48905,Theme Song Performance
40417,1873,Original Creator
31716,205,Main
31716,61,Main
31716,8950,Main
31716,39868,Main
31716,413,Main
31716,185,Main
31716,18035,Main
31716,20,Supporting
31716,19639,Supporting
31716,236,Supporting
31716,21471,Director
31716,36682,Sound Director
31716,8837,Script
31716,19291,Script
18119,735,Main
18119,10765,Main
18119,599,Main
18119,31,Main
18119,79,Main
18119,113,Supporting
18119,34,Supporting
18119,167,Supporting
18119,132,Supporting
18119,12041,Supporting
18119,12517,Director
18119,35673,Sound Director
18119,9464,Episode Director
18119,38339,Episode Director
61,177,Main
61,88,Main
61,17,Main
61,1425,Main
61,77,Main
61,134,Supporting
61,1410,Supporting
61,77,Supporting
61,60,Supporting
61,20631,Director
61,7194,Sound Director
61,16707,Episode Director
61,37330,Episode Director
32962,672,Main
32962,11622,Main
32962,167,Main
32962,99,Main
32962,6088,Main
32962,93,Main
32962,20156,Main
32962,196,Main
32962,40,Main
32962,723,Supporting
32962,38370,Producer
32962,30359,Director
32962,8074,Sound Director
32962,51059,Episode Director
36432,270,Main
36432,991,Main
36432,245,Main
36432,241,Supporting
36432,124,Supporting
36432,5250,Supporting
36432,580,Supporting
36432,885,Supporting
36432,93,Supporting
36432,599,Supporting
36432,10384,Director
36432,40087,Sound Director
36432,885,Theme Song Performance
36432,5087,Theme Song Lyrics
145,411,Main
145,164,Main
145,617,Supporting
145,560,Supporting
145,277,Supporting
145,17,Supporting
145,134,Supporting
145,359,Supporting
145,44,Supporting
145,6076,Co-Director
145,16407,Producer
145,12851,Producer
145,12729,Assistant Producer
5909,206,Main
5909,8807,Main
5909,8476,Main
5909,8805,Main
5909,8806,Main
5909,72,Supporting
5909,40,Supporting
5909,6268,Supporting
5909,79,Supporting
5909,9790,Supporting
5909,9572,Director
5909,6016,Sound Director
5909,34473,Episode Director
5909,11299,Storyboard
24231,11030,Main
24231,61,Main
24231,29295,Main
24231,820,Main
24231,8650,Supporting
24231,8956,Supporting
24231,115,Supporting
24231,10185,Supporting
24231,15919,Supporting
24231,5626,Supporting
24231,6389,Director
24231,16749,Sound Director
24231,10294,Script
24231,31597,Script
7193,7170,Main
7193,65,Main
7193,113,Main
7193,81,Main
7193,7170,Main
7193,174,Main
7193,7170,Main
7193,7170,Main
7193,82,Supporting
7193,54,Supporting
7193,5088,Director
7193,10579,Director
7193,5921,Director
7193,9513,Director
10321,65,Main
10321,494,Main
10321,356,Main
10321,95,Main
10321,5,Main
10321,196,Main
10321,99,Main
10321,97,Supporting
10321,513,Supporting
10321,84,Supporting
10321,5315,Director
10321,30689,Sound Director
10321,38759,Episode Director
10321,31571,Episode Director
39491,672,Main
39491,513,Main
39491,1,Supporting
39491,185,Supporting
39491,74,Supporting
39491,99,Supporting
39491,93,Supporting
39491,79,Supporting
39491,181,Supporting
39491,11622,Supporting
39491,49895,Producer
39491,15179,Producer
39491,49894,Producer
39491,49893,Producer
35330,10071,Main
35330,14441,Main
35330,10981,Supporting
35330,23249,Supporting
35330,30121,Supporting
35330,42259,Supporting
35330,36617,Supporting
35330,11297,Supporting
35330,29957,Supporting
35330,14441,Supporting
35330,7185,Producer
35330,40478,Director
35330,51911,Sound Director
35330,5660,Episode Director
2926,70,Main
2926,593,Main
2926,272,Main
2926,31,Main
2926,27,Main
2926,160,Main
2926,793,Supporting
2926,144,Supporting
2926,84,Supporting
2926,8347,Director
2926,48558,Sound Director
2926,41930,Episode Director
2926,48883,Episode Director
18229,13639,Main
18229,15919,Main
18229,14131,Main
18229,65,Main
18229,11269,Main
18229,87,Main
18229,15743,Main
18229,4,Main
18229,921,Supporting
18229,115,Supporting
18229,7217,Director
18229,30337,Sound Director
18229,16067,Episode Director
18229,42180,Episode Director
10155,28,Main
10155,6996,Main
10155,70,Main
10155,65,Main
10155,817,Supporting
10155,81,Supporting
10155,185,Supporting
10155,7263,Supporting
10155,167,Supporting
10155,132,Supporting
10155,51843,Producer
10155,12655,Director
10155,8834,Sound Director
10155,22587,Storyboard
40571,38659,Main
40571,185,Supporting
40571,11661,Supporting
40571,7263,Supporting
40571,6560,Supporting
40571,42747,Supporting
40571,6997,Supporting
40571,21971,Supporting
40571,12701,Director
40571,35673,Sound Director
40571,26063,Theme Song Performance
40571,13997,Theme Song Performance
11179,9876,Main
11179,14441,Main
11179,413,Main
11179,98,Main
11179,28,Supporting
11179,92,Supporting
11179,212,Supporting
11179,241,Supporting
11179,16323,Supporting
11179,6560,Supporting
11179,7561,Director
11179,6016,Sound Director
11179,29161,Episode Director
11179,14439,Script
37451,6686,Main
37451,19884,Main
37451,6686,Main
37451,29957,Supporting
37451,47097,Supporting
37451,33795,Supporting
37451,185,Supporting
37451,7699,Supporting
37451,30853,Supporting
37451,38359,Supporting
37451,28579,Director
37451,30689,Sound Director
37451,31565,Episode Director
37451,47545,Episode Director
37569,24875,Main
37569,79,Supporting
37569,34785,Supporting
37569,26705,Supporting
37569,27017,Supporting
37569,25167,Supporting
37569,262,Supporting
37569,36471,Supporting
37569,820,Supporting
37569,157,Supporting
37569,6518,Director
37569,8074,Sound Director
37569,30323,Episode Director
37569,17181,Theme Song Performance
31414,10989,Main
31414,1764,Main
31414,11817,Main
31414,7695,Main
31414,11492,Supporting
31414,11784,Supporting
31414,28755,Supporting
31414,10765,Supporting
31414,41623,Supporting
31414,18615,Supporting
31414,9826,Director
31414,33181,Director
31414,39686,Sound Director
31414,11817,Theme Song Performance
31251,15877,Main
31251,5626,Main
31251,671,Main
31251,79,Supporting
31251,8555,Supporting
31251,7263,Supporting
31251,11510,Supporting
31251,42,Supporting
31251,12705,Supporting
31251,16635,Supporting
31251,8539,Director
31251,8074,Sound Director
31251,21519,Episode Director
31251,5978,Script
134,523,Main
134,366,Main
134,546,Main
134,70,Main
134,174,Main
134,1140,Main
134,40,Supporting
134,179,Supporting
134,1469,Supporting
134,904,Supporting
134,12109,Producer
134,10314,Producer
134,10315,Producer
134,10313,Producer
31988,11661,Main
31988,11030,Main
31988,6634,Main
31988,17215,Supporting
31988,20787,Supporting
31988,29667,Supporting
31988,25773,Supporting
31988,11184,Supporting
31988,25395,Supporting
31988,79,Supporting
31988,5055,Director
31988,7194,Sound Director
31988,7498,Episode Director
31988,40506,Episode Director
21877,48122,Main
21877,43104,Main
21877,38438,Main
21877,124,Supporting
21877,12652,Supporting
21877,7288,Supporting
21877,898,Supporting
21877,21971,Supporting
21877,47536,Supporting
21877,93,Supporting
21877,11066,Director
21877,8074,Sound Director
21877,10127,Theme Song Performance
21877,45107,Theme Song Performance
34712,34209,Main
34712,44317,Main
34712,16635,Main
34712,21971,Supporting
34712,10071,Supporting
34712,10989,Supporting
34712,118,Supporting
34712,8555,Supporting
34712,8639,Supporting
34712,18511,Supporting
34712,30359,Director
34712,8074,Sound Director
34712,2096,Script
34712,6598,Storyboard
40004,17629,Main
40004,10929,Main
40004,48122,Main
40004,39149,Main
40004,39674,Main
40004,15743,Main
40004,19884,Supporting
40004,28,Supporting
40004,35441,Supporting
40004,41328,Supporting
40004,42213,Producer
40004,6180,Director
40004,6549,Sound Director
40004,14607,Episode Director
16201,655,Main
16201,21011,Main
16201,7263,Main
16201,8809,Supporting
16201,21161,Supporting
16201,21159,Supporting
16201,1174,Supporting
16201,1019,Supporting
16201,155,Supporting
16201,4346,Director
16201,6080,Sound Director
16201,38731,Script
16201,31631,Theme Song Performance
13599,78,Main
13599,1592,Main
13599,1762,Main
13599,8,Main
13599,5626,Main
13599,11361,Main
13599,12477,Supporting
13599,41,Supporting
13599,195,Supporting
13599,6,Supporting
13599,203,Producer
13599,19313,Producer
13599,40365,Producer
13599,21611,Producer
27,236,Main
27,123,Main
27,41,Main
27,62,Main
27,40,Main
27,176,Supporting
27,95,Supporting
27,73,Supporting
27,5,Supporting
27,240,Supporting
27,203,Producer
27,52015,Producer
27,38304,Director
27,8074,Sound Director
874,152,Main
874,374,Main
874,64,Main
874,648,Main
874,557,Main
874,658,Main
874,316,Main
874,272,Main
874,64,Supporting
874,5648,Supporting
874,16687,Producer
874,24395,Producer
874,8698,Director
874,40537,Episode Director
48,197,Main
48,78,Main
48,144,Main
48,122,Main
48,257,Supporting
48,477,Supporting
48,22,Supporting
48,90,Supporting
48,435,Supporting
48,5077,Producer
48,9326,Producer
48,9316,Producer
48,9305,Producer
10357,31,Main
10357,107,Supporting
10357,500,Supporting
10357,99,Supporting
10357,86,Supporting
10357,81,Supporting
10357,257,Supporting
10357,204,Supporting
10357,8555,Supporting
10357,136,Supporting
10357,6909,Director
10357,35787,Sound Director
10357,10377,Episode Director
10357,31235,Episode Director
16353,12652,Main
16353,9973,Main
16353,21955,Main
16353,11622,Main
16353,11297,Main
16353,11817,Supporting
16353,279,Supporting
16353,869,Supporting
16353,124,Supporting
16353,1764,Supporting
16353,48090,Producer
16353,8838,Director
16353,8110,Sound Director
16353,19775,Episode Director
8557,8555,Main
8557,60,Main
8557,247,Main
8557,762,Supporting
8557,1172,Supporting
8557,6839,Supporting
8557,1121,Supporting
8557,239,Supporting
8557,13,Supporting
8557,9552,Director
8557,33967,Sound Director
8557,15107,Episode Director
8557,46724,Episode Director
67,97,Main
67,81,Main
67,137,Main
67,99,Supporting
67,214,Supporting
67,139,Supporting
67,926,Supporting
67,230,Supporting
67,98,Supporting
67,227,Supporting
67,203,Producer
67,661,Producer
67,12199,Director
67,1506,Sound Director
482,857,Main
482,686,Main
482,149,Main
482,328,Main
482,6003,Main
482,628,Supporting
482,591,Supporting
482,628,Supporting
482,706,Supporting
482,12668,Supporting
482,16407,Producer
482,8146,Director
482,15943,Sound Director
482,41057,Episode Director
41433,79,Main
41433,11661,Main
41433,34209,Main
41433,39133,Main
41433,287,Main
41433,36471,Main
41433,12480,Main
41433,146,Supporting
41433,21543,Supporting
41433,13639,Supporting
41433,31235,Director
41433,30337,Sound Director
41433,46064,Theme Song Performance
41433,51944,Theme Song Performance
29067,27,Main
29067,5,Main
29067,31083,Supporting
29067,8,Supporting
29067,169,Supporting
29067,9,Supporting
29067,11622,Supporting
29067,36167,Supporting
29067,315,Supporting
29067,28,Supporting
29067,11449,Director
29067,28805,Sound Director
29067,8,Theme Song Performance
29067,27,Theme Song Performance
32979,25437,Main
32979,22003,Main
32979,15903,Supporting
32979,21813,Supporting
32979,41986,Supporting
32979,7288,Supporting
32979,10094,Supporting
32979,591,Supporting
32979,7263,Supporting
32979,599,Supporting
32979,40830,Director
32979,8074,Sound Director
32979,10635,Episode Director
32979,28575,Episode Director
32370,15919,Main
32370,9580,Main
32370,792,Main
32370,16635,Supporting
32370,18511,Supporting
32370,24537,Supporting
32370,24189,Supporting
32370,8730,Supporting
32370,527,Supporting
32370,16,Supporting
32370,25803,Director
32370,8185,Sound Director
32370,49221,Episode Director
32370,2096,Script
1699,48,Main
1699,279,Main
1699,177,Supporting
1699,341,Supporting
1699,97,Supporting
1699,21,Supporting
1699,792,Supporting
1699,401,Supporting
1699,13,Supporting
1699,111,Supporting
1699,203,Producer
1699,11426,Director
1699,4002,Sound Director
1699,11866,Sound Director
469,380,Main
469,20,Main
469,246,Supporting
469,95,Supporting
469,291,Supporting
469,344,Supporting
469,838,Supporting
469,341,Supporting
469,438,Supporting
469,132,Supporting
469,27775,Director
469,6016,Sound Director
469,42034,Episode Director
469,19607,Episode Director
35222,12388,Main
35222,17075,Main
35222,34209,Main
35222,407,Main
35222,17215,Supporting
35222,212,Supporting
35222,1489,Supporting
35222,47335,Supporting
35222,43279,Supporting
35222,723,Supporting
35222,6549,Sound Director
35222,15655,Script
35222,212,Theme Song Performance
35222,34209,Theme Song Performance
10456,86,Main
10456,53,Main
10456,99,Main
10456,61,Supporting
10456,212,Supporting
10456,158,Supporting
10456,70,Supporting
10456,34,Supporting
10456,6686,Supporting
10456,14409,Supporting
10456,52145,Producer
10456,7190,Director
10456,7194,Sound Director
10456,30359,Episode Director
16732,11184,Main
16732,16135,Main
16732,12722,Main
16732,11784,Main
16732,10707,Main
