id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka 
228,Jigoku Shoujo,Fall 2005,2005,2006,Original,26,25 min. per ep.,279858,3248,7.65,"Have you heard of Hell Correspondence? Those with a powerful grudge may only access this mysterious website at midnight, allowing them to enter anyone&#039;s name and have that person be ferried straight t...",R
2605,Sayonara Zetsubou Sensei,Summer 2007,2007,2007,Manga,12,24 min. per ep.,278995,4450,7.9,Nozomu Itoshiki is a high school teacher so pessimistic that even the smallest of misfortunes can send him into a pit of raging despair; some of these &quot;catastrophes&quot; even lead to suicide attempts. Say...,R
8676,Amagami SS,Summer 2010,2010,2010,Visual novel,25,24 min. per ep.,278694,1975,7.38,"Two years ago, Junichi Tachibana had a date on Christmas Eve but was stood up instead. Since then, he has had a hard time showing others his true feelings in fear of being rejected again. However, as...",PG-13
38656,Darwin&#039;s Game,Winter 2020,2020,2020,Manga,11,26 min. per ep.,278182,1529,7.33,"High school student Kaname Sudou receives an invitation from a classmate to play Darwin&#039;s Game, a mobile game he has never heard of. However, as soon as he opens the application, a green snake suddenl...",R
16524,Suisei no Gargantia,Spring 2013,2013,2013,Original,13,23 min. per ep.,277920,1177,7.51,"In the distant future, a majority of humans have left the Earth, and the Galactic Alliance of Humanity is founded to guide exploration and ensure the prosperity of mankind. However, a significant thre...",PG-13
481,Yu☆Gi☆Oh! Duel Monsters,Spring 2000,2000,2004,Manga,224,23 min. per ep.,277640,3689,7.48,"Legend says that the enigmatic Millennium Puzzle will grant one wish to whoever deciphers its ancient secrets. Upon solving it, high school student Yuugi Mutou unleashes &quot;another Yuugi,&quot; a peculiar pr...",PG-13
34798,Yuru Camp△,Winter 2018,2018,2018,Manga,12,23 min. per ep.,277387,5698,8.27,"While the perfect getaway for most girls her age might be a fancy vacation with their loved ones, Rin Shima&#039;s ideal way of spending her days off is camping alone at the base of Mount Fuji. From pitchi...",PG-13
11785,Haiyore! Nyaruko-san,Spring 2012,2012,2012,Light novel,12,24 min. per ep.,276570,1211,7.08,"Mahiro Yasaka is just an ordinary high school student, until one day he is suddenly attacked by a dangerous monster. Just when everything seems to be lost, he is saved by a silver-haired girl named Ny...",PG-13
12531,Sakamichi no Apollon,Spring 2012,2012,2012,Manga,12,22 min. per ep.,275589,5769,8.37,"Introverted classical pianist and top student Kaoru Nishimi has just arrived in Kyushu for his first year of high school. Having constantly moved from place to place since his childhood, he abandons a...",PG-13
21431,Gokukoku no Brynhildr,Spring 2014,2014,2014,Manga,13,23 min. per ep.,274271,1058,6.94,"Venturing into the wilderness, the skeptical Ryouta Murakami and the ambitious Kuroneko were on a quest to prove the existence of extraterrestrial life when a tragic accident occurred, reaping Kuronek...",R+
323,Mousou Dairinin,Winter 2004,2004,2004,Original,13,24 min. per ep.,274228,4065,7.69,"The infamous Shounen Bat (Lil&#039; Slugger) is terrorizing the residents of Musashino City. Flying around on his rollerblades and beating people down with a golden baseball bat, the assailant seems imposs...",R+
40776,Haikyuu!!: To the Top 2nd Season,Fall 2020,2020,2020,Manga,12,23 min. per ep.,274114,3355,8.6,"Karasuno enters into the second half of Nationals with brand-new opponents: Inarizaki High. The long-standing powerhouse team includes a few familiar faces, namely Miya Atsumu. Named Japan&#039;s &quot;best hig...",PG-13
19369,Outbreak Company,Fall 2013,2013,2013,Light novel,12,24 min. per ep.,272359,826,7.31,"Shinichi Kanou is a shut-in otaku with a vast knowledge of anime, manga, and video games. One day, after applying for a job in hopes of escaping his secluded lifestyle, he is kidnapped and transported...",PG-13
32899,Watashi ga Motete Dousunda,Fall 2016,2016,2016,Manga,12,23 min. per ep.,270136,1447,7.12,"Kae Serinuma is a very kind second-year high school student and a devoted otaku. A little known fact about her, though, is that she&#039;s obsessed with BL, or Boy&#039;s Love. Serinuma can&#039;t help but to fantas...",PG-13
24,School Rumble,Fall 2004,2004,2005,Manga,26,23 min. per ep.,269426,5066,7.95,"Just the words &quot;I love you,&quot; and everything changes—such is the nature of the bittersweet trials of high school romance. Tenma Tsukamoto, a second year, is on a quest to confess her feelings to the bo...",PG-13
38003,Bungou Stray Dogs 3rd Season,Spring 2019,2019,2019,Manga,12,23 min. per ep.,268291,2636,8.17,"Following the conclusion of the three-way organizational war, government bureaucrat Ango Sakaguchi recalls an event that transpired years ago, after the death of the former Port Mafia boss. Osamu Daza...",R
2787,Shakugan no Shana II (Second),Fall 2007,2007,2008,Light novel,24,24 min. per ep.,266098,1141,7.62,"Denizens from the Crimson Realm continue to infiltrate Misaki City and steal life energy from humans. To combat this threat, Flame Hazes are tasked with saving humans from losing their existences. But...",PG-13
34934,Koi to Uso,Summer 2017,2017,2017,Manga,12,24 min. per ep.,265824,1033,6.59,"In a futuristic society, Japan has implemented a complex system referred to as &quot;The Red Threads of Science&quot; to encourage successful marriages and combat increasingly low birthrates. Based on a compati...",PG-13
16706,Kami nomi zo Shiru Sekai: Megami-hen,Summer 2013,2013,2013,Manga,12,24 min. per ep.,265683,1838,8.09,"Having freed a myriad of women from the runaway spirits possessing their hearts, the &quot;God of Conquest&quot; Keima Katsuragi is confronted with a new task: find the Jupiter Sisters, the goddesses that seale...",PG-13
2104,Seto no Hanayome,Spring 2007,2007,2007,Manga,26,24 min. per ep.,264532,2866,7.76,"During his summer vacation, middle school student Nagasumi Michishio travels to the Seto Inland Sea. One day, while swimming at Mio Sun Beach, his leg suddenly cramps. No one is close enough to notice...",PG-13
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,Fall 2014,2014,2014,4-koma manga,13,3 min. per ep.,264400,725,7.39,"Though they couldn&#039;t be any more different, love has managed to blossom between Hajime Tsunashi, a hardcore otaku who shuts himself in at home while making a living off his blog, and his wife Kaoru—a...",PG-13
530,Bishoujo Senshi Sailor Moon,Spring 1992,1992,1993,Manga,46,24 min. per ep.,264266,8959,7.68,"Usagi Tsukino is an average student and crybaby klutz who constantly scores low on her tests. Unexpectedly, her humdrum life is turned upside down when she saves a cat with a crescent moon on its head...",PG-13
38472,Isekai Quartet,Spring 2019,2019,2019,Original,12,12 min. per ep.,264223,967,7.47,It is a normal day; everyone from deranged military girl Tanya Degurechaff and 16-year-old isekai protagonist Satou Kazuma to expansionist overlord Ainz Ooal Gown and demon sisters Rem and Ram go on w...,PG-13
202,Wolf&#039;s Rain,Winter 2003,2003,2003,Original,26,23 min. per ep.,263483,5622,7.82,"In a dying world, there exists an ancient legend: when the world ends, the gateway to paradise will be opened. This utopia is the sole salvation for the remnants of life in this barren land, but the l...",PG-13
33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Spring 2017,2017,2017,Light novel,12,24 min. per ep.,263377,3280,7.74,"Putting his life on the line, Willem Kmetsch leaves his loved ones behind and sets out to battle a mysterious monster, and even though he is victorious, he is rendered frozen in ice. It is during his...",PG-13
5682,Phantom: Requiem for the Phantom,Spring 2009,2009,2009,Visual novel,26,24 min. per ep.,263347,4240,8.02,"Mafia is rife in America where assassinations are a regular occurrence on the streets. Inferno, a mysterious company, is behind most of these dealings through the use of their near-invincible human we...",R
12413,Jormungand,Spring 2012,2012,2012,Manga,12,24 min. per ep.,262186,2443,7.85,"Brought up in a conflict-ridden environment, child soldier Jonathan &quot;Jonah&quot; Mar hates weapons and those who deal them. But when Koko Hekmatyar, an international arms dealer, takes on Jonah as one of h...",R+
37171,Asobi Asobase,Summer 2018,2018,2018,Manga,12,23 min. per ep.,261495,3439,8.19,"During recess, Olivia, a foreign transfer student who doesn&#039;t know English, plays a game of &quot;look-the-other-way&quot; with Hanako Honda, a loud-mouthed airhead. Their rowdy behavior spurs the ire of Kasumi...",PG-13
10396,Ben-To,Fall 2011,2011,2011,Light novel,12,24 min. per ep.,261023,1068,7.29,"The supermarket is an important building in any city, for they provide a convenient way to purchase a variety of food in a family-friendly, safe environment. However, these stores changes in the blink...",PG-13
12365,Bakuman. 3rd Season,Fall 2012,2012,2013,Manga,25,24 min. per ep.,260726,2745,8.59,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge...",PG-13
27655,Aldnoah.Zero 2nd Season,Winter 2015,2015,2015,Original,12,23 min. per ep.,259126,1111,7.01,"The war between the Terrans and the Vers Empire of Mars has ended, allowing humanity to blissfully enjoy their lives in a time of peace. Nineteen months later, however, the Vers princess makes a shock...",R
30911,Tales of Zestiria the Cross,Summer 2016,2016,2016,Game,12,23 min. per ep.,258935,793,7.32,"The Celestial Records speak of the existence of the &quot;Seraphim,&quot; a race of divine beings who give blessings to humanity and are offered prayers by them in return. Those who are anointed with the abilit...",PG-13
1292,Afro Samurai,Spring 2007,2007,2007,Original,5,27 min. per ep.,258584,1418,7.36,"When he was a young boy, Afro witnessed his father be cut down in a duel at the hands of a man known only as Justice. After taking the life of Afro&#039;s father, Justice cast aside his Number Two headband...",R+
35247,Owarimonogatari 2nd Season,Summer 2017,2017,2017,Light novel,7,22 min. per ep.,257932,5821,8.94,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmi...",R
20057,Space☆Dandy,Winter 2014,2014,2014,Original,13,24 min. per ep.,257725,4168,7.88,"The universe is a mysterious and strange place, full of even stranger and more mysterious aliens. Dandy&#039;s job is to hunt down unclassified aliens and register them for a reward. It sounds easy enough,...",PG-13
66,Azumanga Daioh,Spring 2002,2002,2002,4-koma manga,26,24 min. per ep.,257595,5100,7.98,"Chiyo Mihama begins her high school career as one of the strangest students in her freshman class—a tiny, 10-year-old academic prodigy with a fondness for plush dolls and homemade cooking. But her hom...",PG-13
9289,Hanasaku Iroha,Spring 2011,2011,2011,Original,26,24 min. per ep.,256248,2328,7.96,"Ohana Matsumae is an energetic and wild teenager residing in Tokyo with her carefree single mother. Abruptly, her mother decides to run away with her new boyfriend from debt collectors, forcing the yo...",PG-13
1698,Nodame Cantabile,Winter 2007,2007,2007,Manga,23,22 min. per ep.,255765,4865,8.33,"Shinichi Chiaki is a first class musician whose dream is to play among the elites in Europe. Coming from a distinguished family, he is an infamous perfectionist—not only is he highly critical of himse...",PG-13
101,Air,Winter 2005,2005,2005,Visual novel,12,24 min. per ep.,255133,2682,7.32,"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in...",PG-13
1726,Devil May Cry,Summer 2007,2007,2007,Game,12,24 min. per ep.,254566,1704,6.99,"Devil May Cry follows the story of the demon hunter known as Dante. As a half demon, half human, he uses his trusty sword Rebellion and his two guns Ebony and Ivory to take on missions. Dante owns and...",R
15379,Kotoura-san,Winter 2013,2013,2013,4-koma manga,12,23 min. per ep.,254477,1012,7.24,"Since childhood, Haruka Kotoura&#039;s classmates have seen her as a creepy and monstrous person. This is due to her ability to read other people&#039;s minds—the same ability that drove her parents away, leavi...",PG-13
4975,ChäoS;HEAd,Fall 2008,2008,2008,Visual novel,12,27 min. per ep.,254287,788,6.38,"Throughout Shibuya, a series of murders dubbed the &quot;New Generation Madness&quot; gained widespread attention As these crimes gained infamy, they became a hot topic of discussion among the people of the are...",R
6033,Dragon Ball Kai,Spring 2009,2009,2011,Manga,97,23 min. per ep.,254038,2501,7.75,"Five years after the events of Dragon Ball, martial arts expert Gokuu is now a grown man married to his wife Chi-Chi, with a four-year old son named Gohan. While attending a reunion on Turtle Island w...",PG-13
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Fall 2020,2020,2020,Light novel,12,24 min. per ep.,252474,1493,7.53,,PG-13
38483,Ore wo Suki nano wa Omae dake ka yo,Fall 2019,2019,2019,Light novel,12,23 min. per ep.,251905,1709,7.41,"Amatsuyu &quot;Jouro&quot; Kisaragi is a completely average second-year high school student who has two dates over one weekend⁠—with the student council president Sakura &quot;Cosmos&quot; Akino on Saturday, then with hi...",PG-13
22135,Ping Pong the Animation,Spring 2014,2014,2014,Manga,11,23 min. per ep.,251905,11098,8.63,"&quot;The hero comes. The hero comes. The hero comes. Chant these words in your mind, and I&#039;ll surely come to you...",PG-13
72,Full Metal Panic? Fumoffu,Summer 2003,2003,2003,Light novel,12,24 min. per ep.,250163,2963,8.08,It&#039;s back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious...,PG-13
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Winter 2020,2020,2020,Light novel,12,23 min. per ep.,249839,1774,7.61,"After an enthusiastic invitation from her friend, Kaede Honjou reluctantly agrees to try New World Online: a very popular VRMMO played by thousands of people across Japan. Naming her in-game character...",PG-13
11703,Code:Breaker,Fall 2012,2012,2012,Manga,13,24 min. per ep.,248879,637,6.81,"Riding the bus one day, Sakurakouji Sakura looks out the window to see people being burned alive with a blue fire and a boy her age who&#039;s unharmed and standing over the people. She comes back to the s...",R
33475,Busou Shoujo Machiavellianism,Spring 2017,2017,2017,Manga,12,23 min. per ep.,247861,742,6.98,"The Private Aichi Symbiosis Academy was originally a high school for high-class girls. When it became co-ed, the girls, out of fear, asked to be permitted to bring weapons to school. When that was enf...",PG-13
27991,K: Return of Kings,Fall 2015,2015,2015,Original,13,24 min. per ep.,247617,1131,7.64,"Tensions are running high among the clans as the Green King begins making moves that threaten to drive the world into pandemonium. Following the death of the Gold King, the safety of the Dresden Slate...",PG-13
35180,3-gatsu no Lion 2nd Season,Fall 2017,2017,2018,Manga,22,25 min. per ep.,247547,10410,9.01,"Now in his second year of high school, Rei Kiriyama continues pushing through his struggles in the professional shogi world as well as his personal life. Surrounded by vibrant personalities at the sho...",PG-13
57,Beck,Fall 2004,2004,2005,Manga,26,25 min. per ep.,247482,6873,8.32,"Fourteen-year-old Yukio &quot;Koyuki&quot; Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of...",R
31163,Dimension W,Winter 2016,2016,2016,Manga,12,24 min. per ep.,247373,782,7.23,"In the near future, humans have discovered a fourth dimension, Dimension W, and a supposedly infinite source of energy within. In order to harness this profound new energy, mankind develops advanced &quot;...",R
21327,Isshuukan Friends.,Spring 2014,2014,2014,4-koma manga,12,23 min. per ep.,245843,1135,7.58,"Sixteen-year-old Yuuki Hase finally finds the courage to speak to his crush and ask her if she wants to become friends. The object of his affection, Kaori Fujimiya, is a quiet and reserved girl who cu...",PG-13
39017,Kyokou Suiri,Winter 2020,2020,2020,Manga,12,24 min. per ep.,245536,866,6.98,"Hidden in plain sight, spirits known as youkai inhabit the world. While most are benign, a certain subset threatens the tenuous peace between youkai and humanity. Ever since she agreed to become their...",R
10163,C: The Money of Soul and Possibility Control,Spring 2011,2011,2011,Original,11,22 min. per ep.,245475,1164,7.26,"Money is power, and without it, life is meaningless. In a country whose economy is in shambles, second-year Economics university student Kimimaro Yoga understands this fact all too well, as he is surr...",PG-13
12291,Acchi Kocchi (TV),Spring 2012,2012,2012,4-koma manga,12,25 min. per ep.,245345,2361,7.52,"Feelings may come and go, but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend, Io Otonashi. For her, confessing is nearly impossible; but to her friends, they see...",PG-13
9379,Denpa Onna to Seishun Otoko,Spring 2011,2011,2011,Light novel,12,24 min. per ep.,244850,1027,7.19,"Makoto Niwa meticulously tallies the amount of positive and negative youthful experiences he engages in as if to grade his own life. When his parents go overseas, he moves to a new town to live with h...",PG-13
39534,Jibaku Shounen Hanako-kun,Winter 2020,2020,2020,Manga,12,24 min. per ep.,243723,5602,7.77,The famous &quot;Seven Wonders&quot; that every school seems to have are a staple of Japanese urban legends. One of the most well-known of these tales is that of Hanako-san: the ghost of a young girl who haunts...,PG-13
38186,Bokutachi wa Benkyou ga Dekinai,Spring 2019,2019,2019,Manga,13,23 min. per ep.,243511,1180,7.33,"Nariyuki Yuiga, an impoverished third-year high school student, works tirelessly to receive the VIP nomination, a scholarship that would cover all of his college tuition fees. In recognition of his ha...",PG-13
10721,Mawaru Penguindrum,Summer 2011,2011,2011,Original,24,24 min. per ep.,243286,6611,7.98,"For the Takakura family, destiny is an ever-spinning wheel, pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone...",R
861,xxxHOLiC,Spring 2006,2006,2006,Manga,24,24 min. per ep.,243136,4062,8.02,"Kimihiro Watanuki can see spirits and other assorted supernatural creatures, which is quite a bothersome ability he strongly dislikes. On the way home one day, while plagued by some spirits, he is ine...",PG-13
32379,Berserk,Summer 2016,2016,2016,Manga,12,24 min. per ep.,242045,1808,6.43,"Now branded for death and destined to be hunted by demons until the day he dies, Guts embarks on a journey to defy such a gruesome fate, as waves of beasts relentlessly pursue him. Steeling his resolv...",R+
20689,Hamatora The Animation,Winter 2014,2014,2014,Original,12,24 min. per ep.,241910,982,7.31,"The ability to create miracles is not just a supernatural phenomenon; it is a gift which manifests in a limited number of human beings. &quot;Minimum,&quot; or small miracles, are special powers that only selec...",R
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,Summer 2016,2016,2016,Game,12,24 min. per ep.,241188,1669,7.38,"After Makoto Naegi and his fellow survivors escaped Hope&#039;s Peak Academy to the world beyond, they soon join the Future Foundation, an organization dedicated to combating despair. Just when all seems t...",R
10490,Blood-C,Summer 2011,2011,2011,Manga,12,23 min. per ep.,240831,794,6.57,"Peaceful schoolgirl by day, fearsome monster slayer by night, Saya Kisaragi is leading a split life. Equipped with a ceremonial sword given to her by her father for sacred tasks, she vanquishes every...",R
24405,World Trigger,Fall 2014,2014,2016,Manga,73,23 min. per ep.,240484,1527,7.58,"When a gate to another world suddenly opens on Earth, Mikado City is invaded by strange creatures known as &quot;Neighbors,&quot; malicious beings impervious to traditional weaponry. In response to their arriva...",PG-13
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,Summer 2016,2016,2016,Light novel,13,23 min. per ep.,239310,1200,7.75,"Ikta Solork is a carefree young man who only wants two things in life: a woman on his arm and a place to nap. Unfortunately, his peaceful life is destroyed when war breaks out between the Katjvarna Em...",R
8086,Densetsu no Yuusha no Densetsu,Summer 2010,2010,2010,Light novel,24,24 min. per ep.,239106,1925,7.62,"&quot;Alpha Stigma&quot; are known to be eyes that can analyze all types of magic. However, they are more infamously known as cursed eyes that can only bring destruction and death to others. Ryner Lute, a talen...",R
11933,Oda Nobuna no Yabou,Summer 2012,2012,2012,Light novel,12,24 min. per ep.,236821,1099,7.48,"High school student Yoshiharu Sagara wakes up and finds himself in the middle of a raging Sengoku period battle. He is saved by the legendary Hideyoshi Toyotomi, but at the cost of the hero&#039;s life. Wi...",PG-13
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,Fall 2007,2007,2008,Manga,26,23 min. per ep.,236376,7483,8.28,"Kaiji Itou is a good-for-nothing loiterer who spends his days drinking beer and stealing hubcaps—that is, until he ends up being tricked by his former co-worker. Unable to suddenly repay his friend&#039;s...",R
1559,Shijou Saikyou no Deshi Kenichi,Fall 2006,2006,2007,Manga,50,25 min. per ep.,235679,3360,8.12,"&quot;Weak Legs&quot; Kenichi Shirahama would rather spend his time reading self improvement books than fighting. However, when he finally works up the courage to become strong and join his school&#039;s karate club...",PG-13
41389,Tonikaku Kawaii,Fall 2020,2020,2020,Manga,12,23 min. per ep.,235485,5315,8.01,"Nasa Yuzaki is determined to leave his name in the history books. Ranking first in the national mock exam and aiming for a distinguished high school, he is certain that he has his whole life mapped ou...",PG-13
31173,Akagami no Shirayuki-hime 2nd Season,Winter 2016,2016,2016,Manga,12,24 min. per ep.,234347,1498,8.01,"Shirayuki and Zen Wistalia have finally confirmed their romantic feelings for each other, and everyone has resumed their daily lives. Shirayuki remains an apprentice court herbalist at the royal palac...",PG-13
25681,Kamisama Hajimemashita◎,Winter 2015,2015,2015,Manga,12,23 min. per ep.,233639,1684,8.17,"Nanami Momozono and her familiars Tomoe and Mizuki have survived quite a few challenges since Nanami took up the mantle of Mikage Shrine&#039;s patron god. Naturally, the wind god Otohiko comes to invite N...",PG-13
17513,Diabolik Lovers,Fall 2013,2013,2013,Visual novel,12,15 min. per ep.,232134,1837,5.33,"At the behest of her father, Yui Komori goes to live in a secluded mansion, home to the six Sakamaki brothers—Shuu, Reiji, Ayato, Kanato, Laito, and Subaru—a family of vampires. Though at first the si...",R
7769,Ookami-san to Shichinin no Nakama-tachi,Summer 2010,2010,2010,Light novel,12,24 min. per ep.,231253,782,7.23,"Ookami Ryouko is a spunky and, by some accounts, rather manly high school girl. She is tall, speaks in a traditionally masculine way and is very proficient in fighting. Ookami-san&#039;s best friend is the...",PG-13
21085,Witch Craft Works,Winter 2014,2014,2014,Manga,12,23 min. per ep.,230476,559,7.08,"Honoka Takamiya was perfectly happy with his completely average and normal life. His primary problem in life was the fact that he shared a school with the school&#039;s &quot;Princess,&quot; Ayaka Kagari. Both girls...",PG-13
13655,Little Busters!,Fall 2012,2012,2013,Visual novel,26,24 min. per ep.,229768,1887,7.53,"As a child, Riki Naoe shut himself from the world, thanks to a diagnosis of narcolepsy following the tragic deaths of his parents. However, Riki is saved when, one fateful day, a boy named Kyousuke re...",PG-13
15085,Amnesia,Winter 2013,2013,2013,Visual novel,12,23 min. per ep.,229704,1079,6.1,"After fainting at work, a young lady awakens in the back room of the café she works at with no memory of her life or those around her. Two of her friends, whom she soon learns are named Shin and Toma,...",PG-13
6211,Tokyo Magnitude 8.0,Summer 2009,2009,2009,Original,11,22 min. per ep.,228639,1649,8.07,"Middle school student Mirai Onozawa is dissatisfied with her family circumstances and, in a moment of frustration, wishes to tear everything apart. Unfortunately, these destructive thoughts seem to co...",PG-13
1530,Kanon (2006),Fall 2006,2006,2007,Visual novel,24,24 min. per ep.,228508,4474,8.01,"As a young child, Aizawa Yuuichi had often visited his cousin in the city; however, something drastic happened to keep him away for seven long years. Now, Yuuichi returns, his memories of those days a...",PG-13
22663,Seiken Tsukai no World Break,Winter 2015,2015,2015,Light novel,12,24 min. per ep.,228189,813,6.93,Seiken Tsukai no World Break takes place at Akane Private Academy where students who possess memories of their previous lives are being trained to use Ancestral Arts so that they can serve as defender...,R
68,Black Cat (TV),Fall 2005,2005,2006,Manga,23,24 min. per ep.,226973,1939,7.39,"Completing every job with ruthless accuracy, Train Heartnet is an infamous assassin with no regard for human life. Donning the moniker &quot;Black Cat&quot; in the underground world, the elite killer works for...",PG-13
73,Full Metal Panic! The Second Raid,Summer 2005,2005,2005,Light novel,13,24 min. per ep.,224017,1351,7.97,"After overcoming various tumultuous events, mercenary sergeant Sousuke Sagara of Mithril and &quot;Whispered&quot; school girl Kaname Chidori return to their normal high school lives. Sousuke continues his effo...",R
16918,Gin no Saji,Summer 2013,2013,2013,Manga,11,23 min. per ep.,223886,2326,8.12,"Yuugo Hachiken is studious, hard-working, and tired of trying to live up to expectations he just cannot meet. With the ushering in of a brand new school year, he decides to enrol in Ooezo Agricultural...",PG-13
3731,Itazura na Kiss,Spring 2008,2008,2008,Manga,25,24 min. per ep.,222944,3022,7.54,"When her newly-built home is razed to the ground by an earthquake, low-achieving, clumsy, and troublesome third-year high school student Kotoko Aihara is forced to share a roof with the school&#039;s—and p...",PG-13
30016,Nanbaka,Fall 2016,2016,2016,Web manga,13,23 min. per ep.,221602,1596,7.35,"Nanba is the world&#039;s most formidable prison, built to incarcerate criminals who are too slippery to stay in ordinary confinement. The four inmates who occupy Cell 13 are particularly cunning on that b...",PG-13
38668,Dorohedoro,Winter 2020,2020,2020,Manga,12,23 min. per ep.,221417,2875,8.11,"Hole—a dark, decrepit, and disorderly district where the strong prey on the weak and death is an ordinary occurrence—is all but befitting of the name given to it. A realm separated from law and ethics...",R
22101,Soredemo Sekai wa Utsukushii,Spring 2014,2014,2014,Manga,12,22 min. per ep.,221319,1798,7.68,"In the Sun Kingdom, sunshine is part of its citizens&#039; everyday lives, and rain is something that they have never even heard of. However, in a faraway land called the Rain Dukedom, the weather is rever...",PG-13
32828,Amaama to Inazuma,Summer 2016,2016,2016,Manga,12,24 min. per ep.,220754,817,7.53,"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he...",PG-13
35838,Shoujo Shuumatsu Ryokou,Fall 2017,2017,2017,Web manga,12,23 min. per ep.,219327,3944,8.19,"Amid the desolate remains of a once-thriving city, only the rumbling of a motorbike breaks the cold winter silence. Its riders, Chito and Yuuri, are the last survivors in the war-torn city. Scavenging...",PG-13
6512,Nyan Koi!,Fall 2009,2009,2009,Manga,12,24 min. per ep.,219092,620,7.21,"Junpei Kousaka is a second-year high school student who has an allergy for cats—a predicament that has made him hate cats and everything related to them. Unfortunately for him, though, he is surrounde...",PG-13
21939,Mushishi Zoku Shou,Spring 2014,2014,2014,Manga,10,24 min. per ep.,218889,1362,8.73,"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existe...",PG-13
14131,Girls &amp; Panzer,Fall 2012,2012,2013,Original,12,24 min. per ep.,217922,3991,7.56,"&quot;Senshadou&quot; is a traditional sport using World War II era tanks in elimination-based matches. Widely practiced by women and girls alike, it&#039;s advertised as a form of art geared towards making ladies m...",PG-13
33253,Ajin 2nd Season,Fall 2016,2016,2016,Manga,13,24 min. per ep.,217663,482,7.69,"After escaping certain death, Kei Nagai and his new companion Kou Nakano plot revenge on Satou, their fellow Ajin who is hellbent on world domination. As Satou embarks on a string of public executions...",R
35076,Juuni Taisen,Fall 2017,2017,2017,Novel,12,24 min. per ep.,217286,478,6.56,"Every 12 years, mercenaries who possess the highest caliber of brute strength, cunning wit, and deadly precision gather to participate in the Zodiac Tournament. Each warrior bears the name and attribu...",R
2924,ef: A Tale of Memories.,Fall 2007,2007,2007,Visual novel,12,24 min. per ep.,217095,2815,7.96,"On Christmas Eve, Hiro Hirono runs into Miyako Miyamura, a frivolous girl who &quot;borrows&quot; his bicycle in order to chase down a purse thief. After Hiro finds his bicycle wrecked and Miyako unconscious, t...",PG-13
7592,Nurarihyon no Mago,Summer 2010,2010,2010,Manga,24,24 min. per ep.,216958,1325,7.66,"Rikuo Nura, a part-youkai and part-human boy, grew up as the young master of the Nura Clan. Comprising youkai of all shapes and sizes, Rikuo treated the clan like family, however, he learned that he w...",PG-13
35413,Imouto sae Ireba Ii.,Fall 2017,2017,2017,Light novel,12,23 min. per ep.,216675,1335,7.4,"Itsuki Hashima is a light novelist obsessed with little sisters, strictly focusing on them when he writes his stories. Despite his personality, he is surrounded by a tight circle of friends: Nayuta Ka...",R+
486,Kino no Tabi: The Beautiful World,Spring 2003,2003,2003,Light novel,13,24 min. per ep.,216550,5760,8.34,"Kino, a 15-year-old traveler, forms a bond with Hermes, a talking motorcycle. Together, they wander the lands and venture through various countries and places, despite having no clear idea of what to...",R
28735,Shouwa Genroku Rakugo Shinjuu,Winter 2016,2016,2016,Manga,13,26 min. per ep.,216169,4793,8.6,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of Rakugo, a traditional Japanese...",PG-13
38759,Sewayaki Kitsune no Senko-san,Spring 2019,2019,2019,Web manga,12,23 min. per ep.,215861,1554,7.37,"Like many hardworking members of the workforce, Kuroto Nakano is perpetually stressed out by his job. Still, since he lives alone, he must carry on to sustain himself. Little do humans like Kuroto kno...",PG-13
37497,Irozuku Sekai no Ashita kara,Fall 2018,2018,2018,Original,13,24 min. per ep.,215025,1549,7.57,"Despite the kaleidoscopic magic ingrained in everyday life, Hitomi Tsukishiro&#039;s monochrome world is deprived of emotion and feeling. On a night as black and white as any other, amidst the fireworks sp...",PG-13
