id,naslov,sezona,zacetek,konec,vir,epizode,dolzina,stevilo_clenov,najljubsi,ocena,opis,oznaka
34577,Nanatsu no Taizai: Imashime no Fukkatsu,Winter 2018,2018,2018,Manga,24,24 min. per ep.,692174,6504,7.89,"The fierce battle between Meliodas, the captain of the Seven Deadly Sins, and the Great Holy Knight Hendrickson has devastating consequences. Armed with the fragments necessary for the revival of the...",PG-13
15583,Date A Live,Spring 2013,2013,2013,Light novel,12,23 min. per ep.,686337,12874,7.24,"Thirty years ago, the Eurasian continent was devastated by a supermassive &quot;spatial quake&quot;—a phenomenon involving space vibrations of unknown origin—resulting in the deaths of over 150 million people...",R
2251,Baccano!,Summer 2007,2007,2007,Light novel,13,24 min. per ep.,684961,21375,8.42,"During the early 1930s in Chicago, the transcontinental train, Flying Pussyfoot, is starting its legendary journey that will leave a trail of blood all over the country. At the same time in New York,...",R
20787,Black Bullet,Spring 2014,2014,2014,Light novel,13,24 min. per ep.,684069,3597,7.19,"In the year 2021, a parasitic virus known as &quot;Gastrea&quot; infects humans and turns them into monsters. What is left of mankind now lives within the Monolith walls, walls that are made of Varanium, the on...",R
22043,Fairy Tail (2014),Spring 2014,2014,2016,Manga,102,24 min. per ep.,678699,11716,7.76,The Grand Magic Games reaches its climax following Natsu Dragneel and Gajeel Redfox&#039;s stunning victory over Sting Eucliffe and Rogue Cheney of the Sabertooth guild. This success pushes the Fairy Tail...,PG-13
30015,ReLIFE,Summer 2016,2016,2016,Web manga,13,23 min. per ep.,677456,7187,8.05,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when...",PG-13
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Spring 2015,2015,2015,Light novel,13,24 min. per ep.,670874,19507,8.28,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku picks up immediately after the events of the first season, continuing the adventures of the Volunteer Service Club—the dispassionate Hachiman H...",PG-13
889,Black Lagoon,Spring 2006,2006,2006,Manga,12,24 min. per ep.,668153,13032,8.06,"Within Thailand is Roanapur, a depraved, crime-ridden city where not even the authorities or churches are untouched by the claws of corruption. A haven for convicts and degenerates alike, the city is...",R
37430,Tensei shitara Slime Datta Ken,Fall 2018,2018,2019,Light novel,24,23 min. per ep.,667267,11456,8.08,"Thirty-seven-year-old Satoru Mikami is a typical corporate worker, who is perfectly content with his monotonous lifestyle in Tokyo, other than failing to nail down a girlfriend even once throughout hi...",PG-13
14345,Btooom!,Fall 2012,2012,2012,Manga,12,24 min. per ep.,657834,3379,7.4,"Ryouta Sakamoto is unemployed and lives with his mother, his only real achievement being that he is Japan&#039;s top player of the popular online video game Btooom! However, his peaceful life is about to c...",R
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Summer 2013,2013,2013,Game,13,24 min. per ep.,654600,7860,7.3,"Hope&#039;s Peak Academy is an elite high school that accepts only the most talented students. Individuals who successfully enroll receive their own unique titles, suitably reflective of their skills and t...",R
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Fall 2016,2016,2016,Manga,10,24 min. per ep.,653471,11920,8.89,"After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to adva...",PG-13
37349,Goblin Slayer,Fall 2018,2018,2018,Light novel,12,23 min. per ep.,651668,4770,7.48,"Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked. Raiding rural civilizations to kidnap fema...",R
23289,Gekkan Shoujo Nozaki-kun,Summer 2014,2014,2014,4-koma manga,12,24 min. per ep.,645191,9364,7.98,"Chiyo Sakura is a cheerful high school girl who has fallen head over heels for the oblivious Umetarou Nozaki. Much to Chiyo&#039;s confusion, when she confesses to her beloved Nozaki, he hands her an unfam...",PG-13
17895,Golden Time,Fall 2013,2013,2014,Light novel,24,24 min. per ep.,643829,9344,7.78,"Due to a tragic accident, Banri Tada is struck with amnesia, dissolving the memories of his hometown and past. However, after befriending Mitsuo Yanagisawa, he decides to move on and begin a new life...",PG-13
36511,Tokyo Ghoul:re,Spring 2018,2018,2018,Manga,12,24 min. per ep.,640799,3375,6.57,"Two years have passed since the CCG&#039;s raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they hav...",R
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Spring 2014,2014,2014,Manga,24,24 min. per ep.,637185,13028,8.13,"Years after an ancient evil was salvaged from the depths of the sea, Joutarou Kuujou sits peacefully within a Japanese jail cell. He&#039;s committed no crime yet demands he not be released, believing he&#039;s...",R
38671,Enen no Shouboutai,Summer 2019,2019,2019,Manga,24,23 min. per ep.,628396,4411,7.71,"Spontaneous Human Combustion: a chaotic phenomenon that has plagued humanity for years, randomly transforming ordinary people into flaming, violent creatures known as Infernals. While Infernals make u...",PG-13
37520,Dororo,Winter 2019,2019,2019,Manga,24,24 min. per ep.,624537,9782,8.19,"The greedy samurai lord Daigo Kagemitsu&#039;s land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the p...",R
2966,Ookami to Koushinryou,Winter 2008,2008,2008,Light novel,13,24 min. per ep.,623359,16247,8.28,"Holo is a powerful wolf deity who is celebrated and revered in the small town of Pasloe for blessing the annual harvest. Yet as years go by and the villagers become more self-sufficient, Holo, who sty...",PG-13
934,Higurashi no Naku Koro ni,Spring 2006,2006,2006,Visual novel,26,24 min. per ep.,620052,19009,7.97,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and...",R
6045,Kimi ni Todoke,Fall 2009,2009,2010,Manga,25,22 min. per ep.,619090,10270,8.03,"Known for her semblance to the Sadako character of The Ring series, Sawako Kuronuma is given the nickname &quot;Sadako&quot; and misunderstood to be frightening and malicious like her fictional counterpart, des...",PG-13
10165,Nichijou,Spring 2011,2011,2011,Manga,26,23 min. per ep.,618330,17871,8.48,"Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase S...",PG-13
4654,Toaru Majutsu no Index,Fall 2008,2008,2009,Light novel,24,23 min. per ep.,614054,6630,7.45,"Academy City, Japan, is at the forefront of science. Besides being 30 years ahead of the world technologically, more than three-fourths of this peculiar city&#039;s population consists of students developi...",R
35073,Overlord II,Winter 2018,2018,2018,Light novel,13,23 min. per ep.,609745,3404,7.8,"Ainz Ooal Gown, the undead sorcerer formerly known as Momonga, has accepted his place in this new world. Though it bears similarities to his beloved virtual reality game Yggdrasil, it still holds many...",R
18115,Magi: The Kingdom of Magic,Fall 2013,2013,2014,Manga,25,25 min. per ep.,609162,7266,8.29,"After celebrating their victory against Al-Thamen, Aladdin and his friends depart the land of Sindria. With the end of the battle, however, comes the time for each of them to go their separate ways. H...",PG-13
27775,Plastic Memories,Spring 2015,2015,2015,Original,13,24 min. per ep.,607527,8804,7.95,"Eighteen-year-old Tsukasa Mizugaki has failed his college entrance exams, but after pulling some strings, he manages to land a job at the Sion Artificial Intelligence Corporation. SAI Corp is responsi...",PG-13
11887,Kokoro Connect,Summer 2012,2012,2012,Light novel,13,24 min. per ep.,603712,7027,7.82,"When five students at Yamaboshi Academy realize that there are no clubs where they fit in, they band together to form the Student Cultural Society, or &quot;StuCS&quot; for short. The club consists of: Taichi Y...",PG-13
13125,Shinsekai yori,Fall 2012,2012,2013,Novel,25,22 min. per ep.,599541,20219,8.36,"In the town of Kamisu 66, 12-year-old Saki Watanabe has just awakened to her psychic powers and is relieved to rejoin her friends—the mischievous Satoru Asahina, the shy Mamoru Itou, the cheerful Mari...",R
36474,Sword Art Online: Alicization,Fall 2018,2018,2019,Light novel,24,24 min. per ep.,598839,11668,7.59,The Soul Translator is a state-of-the-art full-dive interface which interacts with the user&#039;s Fluctlight—the technological equivalent of a human soul—and fundamentally differs from the orthodox method...,R
24439,Kekkai Sensen,Spring 2015,2015,2015,Manga,12,26 min. per ep.,598569,5863,7.66,"Supersonic monkeys, vampires, talking fishmen, and all sorts of different supernatural monsters living alongside humans—this has been part of daily life in Hellsalem&#039;s Lot, formerly known as New York...",R
35062,Mahoutsukai no Yome,Fall 2017,2017,2018,Manga,24,24 min. per ep.,594409,8160,8.1,"Chise Hatori, a 15-year-old Japanese girl, was sold for five million pounds at an auction to a tall masked gentleman. Abandoned at a young age and ridiculed by her peers for her unconventional behavio...",PG-13
457,Mushishi,Fall 2005,2005,2006,Manga,26,25 min. per ep.,593597,22477,8.7,&quot;Mushi&quot;: the most basic forms of life in the world. They exist without any goals or purposes aside from simply &quot;being.&quot; They are beyond the shackles of the words &quot;good&quot; and &quot;evil.&quot; Mushi can exist in...,PG-13
37521,Vinland Saga,Summer 2019,2019,2019,Manga,24,24 min. per ep.,591290,14983,8.72,"Young Thorfinn grew up listening to the stories of old sailors that had traveled the ocean and reached the place of legend, Vinland. It&#039;s said to be warm and fertile, a place where there would be no n...",R
11759,Accel World,Spring 2012,2012,2012,Light novel,24,24 min. per ep.,583379,4126,7.34,"Haruyuki Arita is an overweight, bullied middle schooler who finds solace in playing online games. But his life takes a drastic turn one day, when he finds that all his high scores have been topped by...",PG-13
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,Winter 2015,2015,2015,Manga,24,23 min. per ep.,581916,12811,8.46,"Joutarou Kuujou and his allies have finally made it to Egypt, where the immortal Dio awaits. Upon their arrival, the group gains a new comrade: Iggy, a mutt who wields the Stand &quot;The Fool.&quot; It&#039;s not a...",R
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",Summer 2015,2015,2015,Light novel,12,23 min. per ep.,578339,5200,7.76,"Off-duty Japan Self-Defense Forces (JSDF) officer and otaku, Youji Itami, is on his way to attend a doujin convention in Ginza, Tokyo when a mysterious portal in the shape of a large gate suddenly app...",R
19,Monster,Spring 2004,2004,2005,Manga,74,24 min. per ep.,576427,27833,8.75,"Dr. Kenzou Tenma, an elite neurosurgeon recently engaged to his hospital director&#039;s daughter, is well on his way to ascending the hospital hierarchy. That is until one night, a seemingly small event c...",R+
14467,K,Fall 2012,2012,2012,Original,13,24 min. per ep.,575848,6358,7.52,&quot;Kings&quot; are individuals who have been bestowed with incredible supernatural powers and granted the ability to recruit others into their clans. Protecting the lives and honor of their clansmen is an in...,PG-13
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,Spring 2016,2016,2016,Manga,39,23 min. per ep.,573556,22080,8.52,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Hi...",R
11843,Danshi Koukousei no Nichijou,Winter 2012,2012,2012,Web manga,12,24 min. per ep.,572040,11224,8.28,"Roaming the halls of the all-boys Sanada North High School are three close comrades: the eccentric ringleader with a hyperactive imagination Hidenori, the passionate Yoshitake, and the rational and pr...",PG-13
