anime,zanr
9298,romance
9298,shoujo
9298,violence
9304,action
9304,historical
9304,horror
9304,manga
9304,shounen
9304,super power
9304,vampire
9304,violence
9304,World War II
9305,comedy
9305,coming of age
9305,harem
9305,high school
9305,love polygon
9305,novel
9305,romance
9305,school clubs
9305,school life
9305,seinen
9305,sudden girlfriend appearance
9309,action
9309,contemporary fantasy
9309,fantasy
9309,horror
9309,novel
9309,seinen
9309,super power
9309,tragedy
9309,violence
9310,high school
9310,novel
9310,school clubs
9310,school life
9310,seinen
9311,comedy
9311,daily life
9311,harem
9311,high school
9311,novel
9311,school clubs
9311,school life
9311,seinen
9328,contemporary fantasy
9328,fantasy
9328,novel
9328,seinen
9332,anthropomorphism
9332,comedy
9332,fantasy
9332,juujin
9332,magic
9332,novel
9332,super power
9366,4-koma manga
9366,comedy
9366,manga
9366,school clubs
9366,school life
9366,seinen
9366,shoujo ai
9394,4-koma manga
9394,angst
9394,comedy
9394,contemporary fantasy
9394,manga
9394,romance
9394,school clubs
9394,school life
9394,seinen
9394,super deformed
9394,thriller
9427,alien
9427,comedy
9427,manga
9427,parody
9427,samurai
9427,shounen
9427,swordplay
9459,alien
9459,comedy
9459,contemporary fantasy
9459,demon
9459,fantasy
9459,harem
9459,humanoid alien
9459,love polygon
9459,novel
9459,parody
9459,seinen
9481,action
9481,comedy
9481,contemporary fantasy
9481,magic
9481,novel
9481,shounen
9482,adventure
9482,coming of age
9482,fantasy
9482,novel
9484,action
9484,fantasy
9484,manga
9484,middle school
9484,science fiction
9484,seinen
9484,super power
9484,tragedy
9496,action
9496,fantasy
9496,large breasts
9496,magic
9496,magical girl
9496,manga
9496,seinen
9496,super power
9509,4-koma manga
9509,comedy
9509,manga
9509,middle school
9509,school life
9509,seinen
9520,comedy
9520,ecchi
9520,game
9520,harem
9520,high school
9520,large breasts
9520,romance
9520,school clubs
9520,school life
9520,seinen
9520,visual novel
9525,cooking
9525,daily life
9525,mina
9525,new
9525,seinen
9541,action
9541,adventure
9541,angst
9541,fantasy
9541,horror
9541,manga
9541,military
9541,post-apocalyptic
9541,rotten world
9541,shounen
9541,tragedy
9541,violence
9553,contemporary fantasy
9553,deity
9553,demon
9553,harem
9553,high school
9553,manga
9553,school life
9553,shounen
9554,demon
9554,fantasy
9554,game
9554,large breasts
9554,magic
9554,proxy battles
9554,RPG
9554,seinen
9554,tragedy
9555,action
9555,comedy
9555,detective
9555,game
9555,seinen
9555,thriller
9555,visual novel
9556,action
9556,coming of age
9556,genetic modification
9556,gunfights
9556,human enhancement
9556,mecha
9556,new
9556,piloted robot
9556,post-apocalyptic
9556,robot helper
9556,science fiction
9556,seinen
9579,4-koma manga
9579,comedy
9579,daily life
9579,manga
9579,school life
9579,seinen
9582,comedy
9582,coming of age
9582,daily life
9582,high school
9582,manga
9582,school life
9582,shounen
9589,angst
9589,coming of age
9589,romance
9589,seinen
9589,short movie
9603,basketball
9603,comedy
9603,manga
9603,shounen
9603,sports
9606,comedy
9606,coming of age
9606,manga
9606,noitaminA
9606,shounen
9677,fantasy
9677,novel
9677,shounen
9677,virtual world
9722,comedy
9722,daily life
9722,manga
9722,school life
9722,seinen
9771,comedy
9771,coming of age
9771,daily life
9771,love polygon
9771,novel
9771,romance
9771,university
9787,comedy
9787,ecchi
9787,harem
9787,high school
9787,novel
9787,shounen
9798,4-koma manga
9798,comedy
9798,manga
9798,romance
9798,seinen
9807,action
9807,adventure
9807,magic
9807,manga
9807,shounen
9807,super power
9807,swordplay
9809,comedy
9809,manga
9809,school life
9809,seinen
9809,short episodes
9820,action
9820,adventure
9820,new
9820,science fiction
9820,shounen
9820,super power
9849,action
9849,harem
9849,mecha
9849,novel
9849,power suit
9849,school life
9849,science fiction
9849,seinen
9858,bishounen
9858,daily life
9858,new
9858,sports
9874,comedy
9874,coming of age
9874,high school
9874,novel
9874,romance
9874,school clubs
9874,school life
9903,comedy
9903,harem
9903,high school
9903,love polygon
9903,manga
9903,romance
9903,school life
9903,shounen
9905,action
9905,adventure
9905,conspiracy
9905,manga
9905,military
9905,romance
9905,science fiction
9905,seinen
9922,4-koma manga
9922,comedy
9922,daily life
9922,high school
9922,manga
9922,romance
9922,school life
9922,seinen
9922,shoujo ai
9935,comedy
9935,contemporary fantasy
9935,fantasy
9935,harem
9935,novel
9935,romance
9949,action
9949,mecha
9949,military
9949,new
9949,piloted robot
9949,science fiction
9949,seinen
9968,comedy
9968,coming of age
9968,manga
9968,noitaminA
9968,shounen
9971,fantasy
9971,magic
9971,new
9973,action
9973,adventure
9973,anthropomorphism
9973,fantasy
9973,magic
9973,novel
9973,shounen
9977,action
9977,contemporary fantasy
9977,erotic game
9977,fantasy
9977,game
9977,seinen
9977,super power
9977,violence
9977,visual novel
9980,action
9980,adventure
9980,comedy
9980,fantasy
9980,magic
9980,manga
9980,shounen
9992,action
9992,adventure
9992,anthropomorphism
9992,coming of age
9992,fantasy
9992,new
9992,parallel world
9995,nudity
9995,sex
9995,fantasy
9995,magic
9995,novel
9995,school life
9995,swordplay
10011,comedy
10011,harem
10011,high school
10011,large breasts
10011,manga
10011,school clubs
10011,seinen
10011,super deformed
10027,alien
10027,anthropomorphism
10027,comedy
10027,new
10027,parody
10027,science fiction
10027,seinen
10027,space travel
10065,angst
10065,cyberpunk
10065,law and order
10065,new
10065,noitaminA
10065,science fiction
10065,seinen
10065,thriller
10065,violence
10066,action
10066,detective
10066,gunfights
10066,mecha
10066,military
10066,new
10066,noitaminA
10066,science fiction
10110,4-koma manga
10110,comedy
10110,daily life
10110,high school
10110,manga
10110,romance
10110,school life
10110,seinen
10110,the arts
10111,comedy
10111,daily life
10111,manga
10111,shounen
10145,manga
10145,shounen
10145,sports
10145,volleyball
10161,game
10161,military
10181,action
10181,cyborg
10181,harem
10181,horror
10181,human enhancement
10181,martial arts
10181,novel
10181,parasite
10181,post-apocalyptic
10181,science fiction
10181,seinen
10181,tragedy
10181,violence
10182,action
10182,fantasy
10182,high school
10182,magic
10182,martial arts
10182,novel
10182,school life
10182,seinen
10182,violence
10197,4-koma manga
10197,comedy
10197,ecchi
10197,high school
10197,manga
10197,school life
10197,shounen
10206,action
10206,adventure
10206,contemporary fantasy
10206,horror
10206,manga
10206,proxy battles
10206,shounen
10206,super power
10206,violence
10212,nudity
10212,sex
10212,action
10212,comedy
10212,law and order
10212,new
10212,seinen
10212,sports
10212,super power
10273,4-koma manga
10273,coming of age
10273,daily life
10273,high school
10273,manga
10273,romance
10273,school life
10273,shounen
10288,comedy
10288,coming of age
10288,manga
10288,romance
10288,seinen
10288,violent retribution for accidental infringement
10295,4-koma manga
10295,comedy
10295,ecchi
10295,half-length episodes
10295,manga
10295,pantsu
10295,seinen
10295,violent retribution for accidental infringement
10360,action
10360,coming of age
10360,contemporary fantasy
10360,fantasy
10360,idol
10360,magic
10360,novel
10360,super power
10360,tragedy
10376,action
10376,cyberpunk
10376,fantasy
10376,harem
10376,novel
10376,romance
10376,science fiction
10376,seinen
10376,swordplay
10376,virtual world
10384,adventure
10384,contemporary fantasy
10384,daily life
10384,detective
10384,fantasy
10384,manga
10384,seinen
10385,high school
10385,manga
10385,romance
10385,school life
10385,shoujo
10395,adventure
10395,comedy
10395,fantasy
10395,manga
10395,romance
10395,shoujo
10400,coming of age
10400,manga
10400,noitaminA
10400,seinen
10400,sports
10432,action
10432,game
10432,RPG
10432,seinen
10439,action
10439,genetic modification
10439,humanoid alien
10439,manga
10439,science fiction
10439,seinen
10439,violence
10441,action
10441,comedy
10441,ecchi
10441,fantasy
10441,harem
10441,magic
10441,manga
10441,shounen
10445,mecha
10445,military
10445,new
10445,piloted robot
10445,science fiction
10445,seinen
10445,tragedy
10480,comedy
10480,fantasy
10480,harem
10480,novel
10480,parody
10480,school life
10509,comedy
10509,harem
10509,novel
10509,super power
10523,action
10523,novel
10523,violence
10537,law and order
10537,new
10537,noitaminA
10537,police
10537,tragedy
10538,comedy
10538,harem
10538,high school
10538,noitaminA
10538,novel
10538,parody
10538,school clubs
10539,manga
10539,music
10539,noitaminA
10539,shounen
10539,the arts
10539,tragedy
10542,4-koma manga
10542,comedy
10542,daily life
10542,high school
10542,manga
10542,romance
10542,school life
10542,shounen
10542,the arts
10571,adventure
10571,contemporary fantasy
10571,daily life
10571,fantasy
10571,manga
10571,seinen
10587,comedy
10587,daily life
10587,manga
10587,school life
10587,seinen
10596,action
10596,adventure
10596,comedy
10596,fantasy
10596,manga
10596,shounen
10596,super power
10601,high school
10601,novel
10601,romance
10601,school clubs
10601,school life
10601,seinen
10639,action
10639,adventure
10639,anthropomorphism
10639,fantasy
10639,magic
10639,novel
10639,shounen
10663,action
10663,comedy
10663,manga
10663,parallel world
10663,science fiction
10663,shounen
10663,super power
10676,4-koma manga
10676,comedy
10676,daily life
10676,manga
10676,seinen
10676,short episodes
10702,comedy
10702,manga
10702,school life
10702,shounen
10760,action
10760,contemporary fantasy
10760,erotic game
10760,fantasy
10760,game
10760,magic
10760,seinen
10760,super power
10760,violence
10760,visual novel
10779,comedy
10779,daily life
10779,new
10779,seinen
10779,the arts
10813,action
10813,fantasy
10813,manga
10813,post-apocalyptic
10813,shounen
10813,vampire
10816,action
10816,fantasy
10816,novel
10816,seinen
10816,virtual world
10835,action
10835,adventure
10835,contemporary fantasy
10835,horror
10835,manga
10835,proxy battles
10835,shounen
10835,super power
10835,violence
10842,action
10842,action game
10842,dark fantasy
10842,fantasy
10842,game
10842,human enhancement
10842,military
10842,post-apocalyptic
10842,science fiction
10842,tragedy
10842,violence
10846,mecha
10846,new
10846,piloted robot
10846,science fiction
10854,android
10854,comedy
10854,new
10854,romance
10854,science fiction
10854,tragedy
10859,comedy
10859,harem
10859,high school
10859,love polygon
10859,manga
10859,romance
10859,school life
10859,shounen
10864,action
10864,comedy
10864,ecchi
10864,mecha
10864,military
10864,novel
10864,piloted robot
10864,science fiction
10864,shounen
10866,novel
10867,novel
10889,angst
10889,high school
10889,music
10889,novel
10889,school clubs
10889,school life
10889,the arts
10905,new
10910,action
10910,military
10910,novel
10910,swordplay
10910,violence
10918,manga
10918,romance
10918,shoujo
10937,coming of age
10937,manga
10937,shounen
10938,action
10938,demon
10938,detective
10938,fantasy
10938,magic
10938,novel
10938,swordplay
10944,action
10944,adventure
10944,angst
10944,dark fantasy
10944,horror
10944,manga
10944,military
10944,post-apocalyptic
10944,shounen
10944,violence
10948,nudity
10948,sex
10948,comedy
10948,new
10948,noitaminA
10948,science fiction
10948,time travel
10960,historical
10960,josei
10960,manga
10960,performance
10960,the arts
10967,coming of age
10967,contemporary fantasy
10967,fantasy
10967,new
10967,parallel world
10981,manga
10981,shounen
10981,sports
10981,volleyball
10984,action
10984,dark fantasy
10984,manga
10984,post-apocalyptic
10984,shounen
10984,vampire
10993,alien
10993,comedy
10993,manga
10993,parody
10993,science fiction
10993,shounen
10995,4-koma manga
10995,comedy
10995,daily life
10995,manga
10995,seinen
10995,waitress
10997,comedy
10997,new
10997,super power
10997,tragedy
10997,violence
11002,4-koma manga
11002,comedy
11002,daily life
11002,manga
11002,seinen
11002,short episodes
11023,android
11023,cyberpunk
11023,cyborg
11023,human enhancement
11023,law and order
11023,manga
11023,mecha
11023,science fiction
11023,seinen
11048,alien
11048,comedy
11048,contemporary fantasy
11048,demon
11048,harem
11048,high school
11048,manga
11048,shounen
11048,vampire
11053,action
11053,manga
11053,shounen
11082,manga
11082,romance
11082,shoujo
11164,action
11164,dark fantasy
11164,elf
11164,fantasy
11164,feudal warfare
11164,manga
11164,military
11164,parallel world
11164,samurai
11164,seinen
11164,swordplay
11164,violence
11167,angst
11167,game
11167,science fiction
11167,time travel
11167,visual novel
11177,ecchi
11177,harem
11177,novel
11177,science fiction
11177,super power
11203,comedy
11203,manga
11203,school life
11203,shounen
11210,action
11273,action
11273,adventure
11273,fantasy
11273,game
11273,high fantasy
11273,RPG
11292,angst
11292,manga
11292,noitaminA
11292,seinen
11292,time travel
11292,violence
11345,action
11345,android
11345,bounty hunter
11345,cyberpunk
11345,dystopia
11345,manga
11345,rotten world
11345,science fiction
11345,seinen
11350,contemporary fantasy
11350,fantasy
11350,novel
11350,seinen
11350,vampire
11370,fantasy
11370,magic
11370,novel
11370,parallel world
11370,tragedy
11370,violence
11372,mecha
11372,military
11372,new
11372,piloted robot
11372,rotten world
11372,science fiction
11372,space travel
11469,contemporary fantasy
11469,daily life
11469,fantasy
11469,manga
11469,shounen
11500,action
11500,anthropomorphism
11500,comedy
11500,contemporary fantasy
11500,novel
11500,school clubs
11500,super power
11523,action
11523,angst
11523,contemporary fantasy
11523,detective
11523,mafia
11523,manga
11523,rotten world
11523,seinen
11523,super power
11523,tragedy
11523,violence
11577,action
11577,contemporary fantasy
11577,horror
11577,manga
11577,seinen
11606,manga
11606,seinen
11606,sports
11646,adventure
11646,demon
11646,fantasy
11646,magic
11646,manga
11646,shounen
11646,super power
11673,action
11673,fantasy
11673,harem
11673,novel
11673,science fiction
11673,super power
11673,swordplay
11679,action
11679,adventure
11679,coming of age
11679,fantasy
11679,military
11679,novel
11679,science fiction
11679,seinen
11679,steampunk
11679,swordplay
11679,violence
11692,human enhancement
11692,love polygon
11692,new
11692,romance
11692,science fiction
11692,seinen
11785,action
11785,comedy
11785,contemporary fantasy
11785,fantasy
11785,horror
11785,manga
11785,romance
11785,shounen
11785,sudden girlfriend appearance
11785,super power
11803,action
11803,comedy
11803,manga
11803,shounen
11803,super power
11828,cooking
11828,manga
11828,shounen
11829,new
11829,romance
11881,comedy
11881,high school
11881,manga
11881,school life
11905,action
11905,contemporary fantasy
11905,fantasy
11905,magic
11905,military
11905,novel
11905,violence
11938,angst
11938,manga
11938,school life
11938,shoujo
11952,cooking
11952,daily life
11952,manga
11952,seinen
11974,action
11974,adventure
11974,fantasy
11974,magic
11974,novel
11974,swordplay
11995,fantasy
11995,high fantasy
11995,magic
11995,novel
11995,shounen
11995,violence
12014,action
12014,gunfights
12014,historical
12014,mafia
12014,new
12014,tragedy
12014,violence
12233,action
12233,manga
12233,shounen
12233,super power
12234,comedy
12234,manga
12234,romance
12234,shounen
12235,adventure
12235,fantasy
12235,magic
12235,new
12238,fantasy
12238,magic
12238,novel
12238,romance
12238,seinen
12238,tragedy
12240,action
12240,comedy
12240,demon
12240,fantasy
12240,manga
12240,shounen
12430,action
12430,comedy
12430,manga
12430,seinen
12430,super power
12657,action
12657,contemporary fantasy
12657,fantasy
12657,magic
12657,mecha
12657,new
12657,piloted robot
12657,science fiction
12657,the arts
12665,action
12665,fantasy
12665,magic
12665,manga
12665,shounen
12694,4-koma manga
12694,comedy
12694,daily life
12694,manga
12694,seinen
12803,4-koma manga
12803,comedy
12803,half-length episodes
12803,manga
12803,shounen
12814,4-koma manga
12814,half-length episodes
12814,manga
12814,romance
12814,school life
12814,shounen
12834,high school
12834,manga
12834,school life
12834,shounen
12942,contemporary fantasy
12942,fantasy
12942,magic
12942,manga
12942,romance
12942,shounen
12942,tragedy
13004,adventure
13004,comedy
13004,fantasy
13004,harem
13004,novel
13004,parallel world
13004,romance
13153,high school
13153,novel
13153,school life
13165,action
13165,fantasy
13165,manga
13165,post-apocalyptic
13165,seinen
13241,nudity
13241,sex
13241,action
13241,conspiracy
13241,manga
13241,post-apocalyptic
13241,shounen
13241,violence
13244,cooking
13244,manga
13244,shounen
13293,nudity
13293,sex
13293,comedy
13293,daily life
13293,josei
13293,manga
13293,noitaminA
13293,romance
13485,action
13485,manga
13485,shounen
13485,super power
13494,action
13494,action game
13494,adventure
13494,game
13494,gunfights
13494,military
13494,novel
13494,science fiction
13494,virtual world
13946,action
13946,dark fantasy
13946,demon
13946,fantasy
13946,historical
13946,manga
13946,samurai
13946,swordplay
13946,violence
14008,action
14008,fantasy
14008,feudal warfare
14008,goblin
14008,magic
14008,military
14008,novel
14008,seinen
14008,virtual world
14051,angst
14051,dystopia
14051,manga
14051,noitaminA
14051,rotten world
14051,shounen
14051,tragedy
14111,comedy
14111,high school
14111,manga
14111,romance
14111,school life
14111,seinen
14444,manga
14444,shounen
14444,violence
